name,kana,lat,lng,closed
高崎問屋町,たかさきとんやまち,36.346097,139.017089,0
井野,いの,36.357457,139.023247,0
新前橋,しんまえばし,36.378936,139.046924,0
前橋,まえばし,36.383399,139.072833,0
前橋大島,まえばしおおしま,36.370585,139.109557,0
駒形,こまがた,36.354145,139.139483,0
伊勢崎,いせさき,36.326849,139.193704,0
国定,くにさだ,36.359018,139.242463,0
岩宿,いわじゅく,36.395861,139.297058,0
桐生,きりゅう,36.41109,139.33319,0
小俣,おまた,36.37496,139.374416,0
山前,やままえ,36.347369,139.411322,0
足利,あしかが,36.331888,139.456295,0
あしかがフラワーパーク,あしかがふらわーぱーく,36.315162,139.518454,0
富田,とみた,36.316209,139.52865,0
佐野,さの,36.316668,139.578858,0
岩舟,いわふね,36.326561,139.657955,0
大平下,おおひらした,36.344315,139.697264,0
栃木,とちぎ,36.371912,139.731037,0
思川,おもいがわ,36.351044,139.781079,0
群馬総社,ぐんまそうじゃ,36.415574,139.032221,0
八木原,やぎはら,36.463738,139.019239,0
敷島,しきしま,36.537636,139.033897,0
津久田,つくだ,36.561063,139.042806,0
岩本,いわもと,36.602184,139.047438,0
沼田,ぬまた,36.642513,139.035734,0
後閑,ごかん,36.679547,139.000078,0
上牧,かみもく,36.735616,138.984533,0
水上,みなかみ,36.778614,138.9688,0
湯檜曽,ゆびそ,36.802683,138.986209,0
土合,どあい,36.830696,138.967959,0
土樽,つちたる,36.875277,138.861446,0
越後中里,えちごなかざと,36.910398,138.84846,0
岩原スキー場前,いわっぱらすきーじょうまえ,36.924146,138.839438,0
越後湯沢,えちごゆざわ,36.935799,138.809227,0
石打,いしうち,36.988663,138.804221,0
大沢,おおさわ,37.02117,138.82131,0
上越国際スキー場前,じょうえつこくさいすきーじょうまえ,37.028755,138.827973,0
塩沢,しおざわ,37.041463,138.848399,0
六日町,むいかまち,37.067065,138.875872,0
五日町,いつかまち,37.1199,138.908346,0
浦佐,うらさ,37.167488,138.922798,0
八色,やいろ,37.191747,138.934854,0
越後堀之内,えちごほりのうち,37.23913,138.928003,0
北堀之内,きたほりのうち,37.25588,138.896372,0
越後川口,えちごかわぐち,37.272983,138.861514,0
小千谷,おぢや,37.309822,138.813233,0
越後滝谷,えちごたきや,37.368724,138.834932,0
宮内,みやうち,37.422223,138.840204,0
長岡,ながおか,37.447787,138.853927,0
甲斐小泉,かいこいずみ,35.879533,138.359402,0
甲斐大泉,かいおおいずみ,35.89624,138.409564,0
清里,きよさと,35.919093,138.436589,0
野辺山,のべやま,35.955289,138.474448,0
信濃川上,しなのかわかみ,35.975939,138.527345,0
佐久広瀬,さくひろせ,36.003724,138.519349,0
佐久海ノ口,さくうみのくち,36.021128,138.490807,0
海尻,うみじり,36.041276,138.473536,0
松原湖,まつばらこ,36.060995,138.470509,0
小海,こうみ,36.08862,138.482806,0
馬流,まながし,36.101824,138.485963,0
高岩,たかいわ,36.115711,138.477438,0
八千穂,やちほ,36.133281,138.477345,0
海瀬,かいぜ,36.155743,138.485894,0
羽黒下,はぐろした,36.166411,138.489618,0
青沼,あおぬま,36.181259,138.489162,0
臼田,うすだ,36.194013,138.488309,0
龍岡城,たつおかじょう,36.204184,138.490708,0
太田部,おおたべ,36.220307,138.4878,0
中込,なかごみ,36.23062,138.479389,0
滑津,なめづ,36.238716,138.475003,0
北中込,きたなかごみ,36.254923,138.476661,0
岩村田,いわむらだ,36.27446,138.4724,0
佐久平,さくだいら,36.277929,138.464367,0
中佐都,なかさと,36.280856,138.453549,0
美里,みさと,36.292243,138.450177,0
三岡,みつおか,36.30415,138.44846,0
乙女,おとめ,36.311371,138.440527,0
東小諸,ひがしこもろ,36.317057,138.432144,0
小諸,こもろ,36.326337,138.422021,0
富士,ふじ,35.151497,138.651225,0
柚木,ゆのき,35.157468,138.639157,0
竪堀,たてぼり,35.168075,138.645881,0
入山瀬,いりやませ,35.188276,138.647622,0
富士根,ふじね,35.205251,138.63562,0
源道寺,げんどうじ,35.214463,138.627057,0
富士宮,ふじのみや,35.221409,138.614924,0
西富士宮,にしふじのみや,35.225456,138.602567,0
沼久保,ぬまくぼ,35.199278,138.584283,0
芝川,しばかわ,35.197272,138.563845,0
稲子,いなこ,35.230454,138.536892,0
十島,とおしま,35.230153,138.515802,0
井出,いで,35.247449,138.490989,0
寄畑,よりはた,35.264832,138.474932,0
内船,うつぶな,35.282183,138.465068,0
甲斐大島,かいおおしま,35.32817,138.45218,0
身延,みのぶ,35.361397,138.453021,0
塩之沢,しおのさわ,35.379626,138.453887,0
波高島,はだかじま,35.418624,138.459747,0
下部温泉,しもべおんせん,35.425751,138.472359,0
甲斐常葉,かいときわ,35.444779,138.476975,0
市ノ瀬,いちのせ,35.462345,138.482154,0
久那土,くなど,35.48144,138.467391,0
甲斐岩間,かいいわま,35.492539,138.463057,0
落居,おちい,35.503612,138.471256,0
鰍沢口,かじかざわぐち,35.541375,138.470916,0
市川大門,いちかわだいもん,35.560451,138.493276,0
市川本町,いちかわほんまち,35.560684,138.502028,0
芦川,あしがわ,35.563087,138.511241,0
甲斐上野,かいうえの,35.569592,138.520465,0
東花輪,ひがしはなわ,35.594749,138.526935,0
小井川,こいかわ,35.604442,138.528523,0
常永,じょうえい,35.616877,138.532909,0
国母,こくぼ,35.630567,138.552113,0
甲斐住吉,かいすみよし,35.63658,138.569892,0
南甲府,みなみこうふ,35.643496,138.577274,0
善光寺,ぜんこうじ,35.65985,138.589278,0
金手,かねんて,35.662264,138.578845,0
篠ノ井,しののい,36.5771,138.138046,0
今井,いまい,36.595732,138.145347,0
川中島,かわなかじま,36.614167,138.150679,0
安茂里,あもり,36.630262,138.161791,0
長野,ながの,36.643307,138.189101,0
直江津,なおえつ,37.170251,138.242265,0
黒井,くろい,37.1837,138.267518,0
犀潟,さいがた,37.210345,138.305154,0
土底浜,どそこはま,37.222719,138.324779,0
潟町,かたまち,37.234135,138.339902,0
上下浜,じょうげはま,37.252178,138.361569,0
柿崎,かきざき,37.277732,138.385933,0
米山,よねやま,37.316804,138.431266,0
笠島,かさしま,37.335794,138.467221,0
青海川,おうみがわ,37.346143,138.486169,0
鯨波,くじらなみ,37.355828,138.517263,0
柏崎,かしわざき,37.363495,138.556303,0
茨目,いばらめ,37.356986,138.586714,0
安田,やすだ,37.341155,138.612057,0
北条,きたじょう,37.338262,138.636954,0
越後広田,えちごひろた,37.357354,138.661243,0
長鳥,ながとり,37.366405,138.684063,0
塚山,つかやま,37.355114,138.729829,0
越後岩塚,えちごいわつか,37.38629,138.756372,0
来迎寺,らいこうじ,37.397136,138.783523,0
前川,まえかわ,37.401795,138.823865,0
北長岡,きたながおか,37.468768,138.86247,0
押切,おしきり,37.50467,138.880988,0
見附,みつけ,37.540094,138.904792,0
帯織,おびおり,37.572975,138.92848,0
東光寺,とうこうじ,37.593098,138.942956,0
三条,さんじょう,37.620962,138.960593,0
東三条,ひがしさんじょう,37.628491,138.973703,0
保内,ほない,37.639322,139.014608,0
加茂,かも,37.658806,139.048959,0
羽生田,はにゅうだ,37.693613,139.060715,0
田上,たがみ,37.719035,139.074599,0
矢代田,やしろだ,37.748863,139.095654,0
古津,ふるつ,37.7727,139.114252,0
さつき野,さつきの,37.812731,139.117466,0
荻川,おぎかわ,37.833307,139.111477,0
亀田,かめだ,37.877154,139.108065,0
越後石山,えちごいしやま,37.896407,139.095429,0
新潟,にいがた,37.912299,139.060869,0
東新潟,ひがしにいがた,37.908773,139.108685,0
大形,おおがた,37.915518,139.129272,0
新崎,にいざき,37.922478,139.158558,0
早通,はやどおり,37.92109,139.178173,0
豊栄,とよさか,37.919351,139.215347,0
黒山,くろやま,37.937128,139.241177,0
佐々木,ささき,37.949716,139.270099,0
西新発田,にししばた,37.942097,139.303474,0
北長野,きたながの,36.665123,138.222534,0
三才,さんさい,36.686674,138.244079,0
牟礼,むれ,36.753239,138.247121,0
古間,ふるま,36.792295,138.230461,0
黒姫,くろひめ,36.807214,138.197195,0
豊野,とよの,36.710642,138.274458,0
信濃浅野,しなのあさの,36.722011,138.294784,0
立ヶ花,たてがはな,36.731257,138.307057,0
上今井,かみいまい,36.753947,138.319478,0
替佐,かえさ,36.768999,138.323385,0
蓮,はちす,36.80888,138.349026,0
飯山,いいやま,36.845691,138.358675,0
北飯山,きたいいやま,36.85883,138.363765,0
信濃平,しなのたいら,36.884918,138.378479,0
戸狩野沢温泉,とがりのざわおんせん,36.916673,138.392952,0
上境,かみさかい,36.937916,138.419151,0
上桑名川,かみくわながわ,36.962559,138.441204,0
桑名川,くわながわ,36.975882,138.458007,0
西大滝,にしおおたき,36.979169,138.480872,0
信濃白鳥,しなのしらとり,36.983591,138.50302,0
平滝,ひらたき,36.986041,138.533723,0
横倉,よこくら,36.979875,138.55031,0
森宮野原,もりみやのはら,36.989447,138.57733,0
足滝,あしだき,36.998958,138.603625,0
越後田中,えちごたなか,37.005316,138.627058,0
津南,つなん,37.023503,138.639326,0
越後鹿渡,えちごしかわたり,37.048054,138.671592,0
越後田沢,えちごたざわ,37.055387,138.694731,0
越後水沢,えちごみずさわ,37.074324,138.718056,0
土市,どいち,37.097457,138.72951,0
十日町,とおかまち,37.134562,138.756188,0
魚沼中条,うおぬまなかじょう,37.159467,138.772491,0
下条,げじょう,37.198324,138.779989,0
越後岩沢,えちごいわさわ,37.240753,138.797097,0
内ヶ巻,うちがまき,37.250008,138.851833,0
東柏崎,ひがしかしわざき,37.373867,138.565802,0
西中通,にしなかどおり,37.392456,138.592651,0
荒浜,あらはま,37.404699,138.601752,0
刈羽,かりわ,37.430047,138.61955,0
西山,にしやま,37.448375,138.64177,0
礼拝,らいはい,37.459221,138.66392,0
石地,いしじ,37.484132,138.688101,0
小木ノ城,おぎのじょう,37.515431,138.70402,0
出雲崎,いずもざき,37.531857,138.716291,0
妙法寺,みょうほうじ,37.566405,138.742037,0
小島谷,おじまや,37.57455,138.771225,0
桐原,きりはら,37.601553,138.792279,0
寺泊,てらどまり,37.620349,138.814519,0
分水,ぶんすい,37.629032,138.839038,0
粟生津,あおうづ,37.653988,138.873484,0
南吉田,みなみよしだ,37.671999,138.870984,0
吉田,よしだ,37.687111,138.878377,0
北吉田,きたよしだ,37.702037,138.882209,0
岩室,いわむろ,37.721382,138.879881,0
巻,まき,37.756753,138.889506,0
越後曽根,えちごそね,37.793544,138.911094,0
越後赤塚,えちごあかつか,37.816008,138.908201,0
内野西が丘,うちのにしがおか,37.846355,138.926647,0
内野,うちの,37.85824,138.936615,0
新潟大学前,にいがただいがくまえ,37.869178,138.95442,0
寺尾,てらお,37.879106,138.973742,0
小針,こばり,37.889591,138.991359,0
青山,あおやま,37.898546,139.000813,0
関屋,せきや,37.906015,139.015087,0
白山,はくさん,37.911829,139.029955,0
上所,かみところ,37.906944,139.045278,0
松本,まつもと,36.230393,137.96445,0
北松本,きたまつもと,36.236971,137.960983,0
島内,しまうち,36.246991,137.944817,0
島高松,しまたかまつ,36.246322,137.931576,0
梓橋,あずさばし,36.250162,137.918027,0
一日市場,ひといちば,36.2596,137.904136,0
中萱,なかがや,36.273434,137.903353,0
南豊科,みなみとよしな,36.291124,137.903457,0
豊科,とよしな,36.299957,137.900896,0
柏矢町,はくやちょう,36.322529,137.888349,0
穂高,ほたか,36.33906,137.881869,0
有明,ありあけ,36.359949,137.878236,0
安曇追分,あずみおいわけ,36.371795,137.872736,0
細野,ほその,36.397107,137.865722,0
北細野,きたほその,36.406439,137.862725,0
信濃松川,しなのまつかわ,36.424456,137.858631,0
安曇沓掛,あずみくつかけ,36.447795,137.854784,0
信濃常盤,しなのときわ,36.467403,137.847148,0
南大町,みなみおおまち,36.491536,137.856269,0
信濃大町,しなのおおまち,36.50031,137.861674,0
北大町,きたおおまち,36.517558,137.857913,0
信濃木崎,しなのきざき,36.535643,137.846189,0
稲尾,いなお,36.554058,137.842575,0
海ノ口,うみのくち,36.565652,137.841824,0
簗場,やなば,36.594666,137.844724,0
ヤナバスキー場前,やなばすきーじょうまえ,36.605851,137.855039,1
南神城,みなみかみしろ,36.637105,137.841551,0
神城,かみしろ,36.658287,137.846586,0
飯森,いいもり,36.670563,137.85006,0
白馬,はくば,36.695922,137.863819,0
信濃森上,しなのもりうえ,36.711132,137.871991,0
白馬大池,はくばおおいけ,36.739918,137.885531,0
千国,ちくに,36.763249,137.900895,0
南小谷,みなみおたり,36.774604,137.908372,0
中土,なかつち,36.80558,137.907879,0
北小谷,きたおたり,36.842567,137.906451,0
平岩,ひらいわ,36.88688,137.86561,0
小滝,こたき,36.938155,137.85945,0
根知,ねち,36.966683,137.86711,0
頸城大野,くびきおおの,37.006124,137.872447,0
姫川,ひめかわ,37.020339,137.860914,0
糸魚川,いといがわ,37.043631,137.861311,0
弥彦,やひこ,37.699161,138.831761,0
矢作,やはぎ,37.690649,138.851669,0
西燕,にしつばめ,37.679819,138.909232,0
燕,つばめ,37.667613,138.928419,0
燕三条,つばめさんじょう,37.648824,138.939274,0
北三条,きたさんじょう,37.632702,138.956006,0
名古屋,なごや,35.170694,136.881637,0
名鉄名古屋,めいてつなごや,35.169252,136.884187,0
近鉄名古屋,きんてつなごや,35.169191,136.883855,0
金山,かなやま,35.142928,136.900517,0
鶴舞,つるまい,35.156416,136.917436,0
千種,ちくさ,35.170168,136.930665,0
大曽根,おおぞね,35.191508,136.937161,0
新守山,しんもりやま,35.207283,136.951207,0
勝川,かちがわ,35.22982,136.956285,0
春日井,かすがい,35.243139,136.985307,0
神領,じんりょう,35.256234,137.010006,0
高蔵寺,こうぞうじ,35.26434,137.043766,0
定光寺,じょうこうじ,35.278015,137.080981,0
古虎渓,ここけい,35.302955,137.101011,0
多治見,たじみ,35.334774,137.120294,0
土岐市,ときし,35.359708,137.182082,0
瑞浪,みずなみ,35.369081,137.252017,0
釜戸,かまど,35.411103,137.30501,0
武並,たけなみ,35.437938,137.35417,0
恵那,えな,35.455063,137.407764,0
美乃坂本,みのさかもと,35.479286,137.450364,0
中津川,なかつがわ,35.50036,137.502867,0
落合川,おちあいがわ,35.525116,137.530034,0
坂下,さかした,35.574218,137.531094,0
田立,ただち,35.588281,137.54893,0
南木曽,なぎそ,35.598896,137.608672,0
十二兼,じゅうにかね,35.645418,137.617569,0
野尻,のじり,35.673042,137.636152,0
大桑,おおくわ,35.684477,137.664224,0
須原,すはら,35.69769,137.694844,0
倉本,くらもと,35.732939,137.714338,0
上松,あげまつ,35.784068,137.693283,0
木曽福島,きそふくしま,35.843669,137.69343,0
原野,はらの,35.871245,137.741536,0
宮ノ越,みやのこし,35.888337,137.763794,0
藪原,やぶはら,35.930152,137.784368,0
奈良井,ならい,35.969476,137.816195,0
木曽平沢,きそひらさわ,35.979108,137.832613,0
贄川,にえかわ,36.014008,137.86091,0
日出塩,ひでしお,36.049004,137.894804,0
洗馬,せば,36.087164,137.916842,0
広丘,ひろおか,36.148032,137.949578,0
村井,むらい,36.174226,137.956007,0
平田,ひらた,36.191558,137.962517,0
南松本,みなみまつもと,36.210447,137.969505,0
田沢,たざわ,36.301583,137.941029,0
明科,あかしな,36.353948,137.929967,0
西条,にしじょう,36.400353,138.012377,0
坂北,さかきた,36.430663,138.015754,0
聖高原,ひじりこうげん,36.455069,138.047603,0
冠着,かむりき,36.457215,138.079223,0
姨捨,おばすて,36.502649,138.093388,0
稲荷山,いなりやま,36.552633,138.108061,0
豊橋,とよはし,34.762734,137.382128,0
新豊橋,しんとよはし,34.762272,137.383375,0
駅前,えきまえ,34.763879,137.383132,0
船町,ふなまち,34.775809,137.374001,0
下地,しもじ,34.780939,137.370612,0
小坂井,こざかい,34.797544,137.363056,0
牛久保,うしくぼ,34.808563,137.381671,0
豊川,とよかわ,34.822519,137.397157,0
豊川稲荷,とよかわいなり,34.821755,137.396058,0
三河一宮,みかわいちのみや,34.847911,137.414549,0
長山,ながやま,34.864449,137.431458,0
江島,えじま,34.868029,137.441518,0
東上,とうじょう,34.876278,137.455236,0
野田城,のだじょう,34.889282,137.477861,0
新城,しんしろ,34.901112,137.49304,0
東新町,ひがししんまち,34.906129,137.502928,0
茶臼山,ちゃうすやま,34.910334,137.514424,0
三河東郷,みかわとうごう,34.912224,137.527242,0
大海,おおみ,34.930164,137.548682,0
鳥居,とりい,34.920834,137.551537,0
長篠城,ながしのじょう,34.92599,137.565,0
本長篠,ほんながしの,34.932664,137.576848,0
三河大野,みかわおおの,34.952038,137.602987,0
湯谷温泉,ゆやおんせん,34.970516,137.613026,0
三河槙原,みかわまきはら,34.988589,137.621022,0
柿平,かきだいら,34.990587,137.644048,0
三河川合,みかわかわい,35.001722,137.663991,0
池場,いけば,35.024418,137.704066,0
東栄,とうえい,35.02901,137.713812,0
出馬,いずんま,35.049322,137.744276,0
上市場,かみいちば,35.050202,137.752364,0
浦川,うらかわ,35.056355,137.763608,0
早瀬,はやせ,35.060521,137.775126,0
下川合,しもかわい,35.069321,137.786422,0
中部天竜,ちゅうぶてんりゅう,35.085283,137.802898,0
佐久間,さくま,35.091877,137.809783,0
相月,あいづき,35.114988,137.854345,0
城西,しろにし,35.131569,137.86198,0
向市場,むかいちば,35.154067,137.869446,0
水窪,みさくぼ,35.163371,137.870501,0
大嵐,おおぞれ,35.190466,137.818509,0
小和田,こわだ,35.209862,137.835971,0
中井侍,なかいさむらい,35.235913,137.834912,0
伊那小沢,いなこざわ,35.25406,137.834709,0
鶯巣,うぐす,35.267286,137.832595,0
平岡,ひらおか,35.273652,137.853574,0
為栗,してぐり,35.311687,137.848503,0
温田,ぬくた,35.336273,137.841294,0
田本,たもと,35.348988,137.837922,0
門島,かどしま,35.375306,137.814151,0
唐笠,からかさ,35.402338,137.810254,0
金野,きんの,35.419128,137.817149,0
千代,ちよ,35.428949,137.816754,0
天竜峡,てんりゅうきょう,35.441114,137.81732,0
川路,かわじ,35.452946,137.815564,0
時又,ときまた,35.46402,137.82776,0
駄科,だしな,35.4754,137.839625,0
毛賀,けが,35.487445,137.839332,0
伊那八幡,いなやわた,35.49683,137.84154,0
下山村,しもやまむら,35.50426,137.83959,0
鼎,かなえ,35.506726,137.828383,0
切石,きりいし,35.512339,137.809098,0
飯田,いいだ,35.519544,137.821244,0
桜町,さくらまち,35.522147,137.829601,0
伊那上郷,いなかみさと,35.520164,137.838984,0
元善光寺,もとぜんこうじ,35.533843,137.861375,0
下市田,しもいちだ,35.544165,137.87641,0
市田,いちだ,35.549325,137.886578,0
下平,しもだいら,35.572597,137.895922,0
山吹,やまぶき,35.577758,137.903282,0
伊那大島,いなおおしま,35.595698,137.913222,0
上片桐,かみかたぎり,35.617583,137.904064,0
伊那田島,いなたじま,35.627221,137.910338,0
高遠原,たかとおばら,35.644693,137.90055,0
七久保,ななくぼ,35.654645,137.911346,0
伊那本郷,いなほんごう,35.66543,137.93248,0
飯島,いいじま,35.677571,137.929004,0
田切,たぎり,35.695613,137.933092,0
伊那福岡,いなふくおか,35.712233,137.93398,0
小町屋,こまちや,35.726781,137.935207,0
駒ヶ根,こまがね,35.736219,137.936862,0
大田切,おおたぎり,35.748162,137.940159,0
宮田,みやだ,35.76726,137.938897,0
赤木,あかぎ,35.777887,137.943943,0
沢渡,さわんど,35.803681,137.944035,0
下島,しもじま,35.812706,137.940055,0
伊那市,いなし,35.838435,137.959196,0
伊那北,いなきた,35.84524,137.964368,0
田畑,たばた,35.860791,137.97781,0
北殿,きたとの,35.879377,137.984059,0
木ノ下,きのした,35.900892,137.988022,0
伊那松島,いなまつしま,35.913865,137.988647,0
沢,さわ,35.936385,137.985477,0
羽場,はば,35.953094,137.985126,0
伊那新町,いなしんまち,35.9688,137.984056,0
宮木,みやき,35.976247,137.990509,0
米原,まいばら,35.314657,136.289992,0
坂田,さかた,35.335777,136.287743,0
田村,たむら,35.356307,136.281813,0
長浜,ながはま,35.378828,136.264901,0
虎姫,とらひめ,35.424539,136.257385,0
河毛,かわけ,35.448425,136.249519,0
高月,たかつき,35.470337,136.237716,0
木ノ本,きのもと,35.505933,136.221706,0
余呉,よご,35.53382,136.197591,0
近江塩津,おうみしおつ,35.53978,136.151236,0
新疋田,しんひきだ,35.594239,136.100558,0
敦賀,つるが,35.644767,136.076488,0
南今庄,みなみいまじょう,35.757424,136.184723,0
今庄,いまじょう,35.772947,136.199279,0
湯尾,ゆのお,35.803251,136.193007,0
南条,なんじょう,35.831956,136.193391,0
王子保,おうしお,35.866259,136.165595,0
しきぶ,しきぶ,35.887778,136.166389,0
武生,たけふ,35.903254,136.170913,0
鯖江,さばえ,35.943355,136.188852,0
北鯖江,きたさばえ,35.971496,136.198452,0
大土呂,おおどろ,36.010546,136.216519,0
越前花堂,えちぜんはなんどう,36.038771,136.218073,0
越前たけふ,えちぜんたけふ,35.895669,136.198801,0
福井,ふくい,36.062057,136.223516,0
福井駅,ふくいえき,36.062111,136.222139,0
森田,もりた,36.109381,136.222516,0
春江,はるえ,36.129004,136.228487,0
丸岡,まるおか,36.162595,136.233502,0
芦原温泉,あわらおんせん,36.214542,136.235069,0
細呂木,ほそろぎ,36.24125,136.256968,0
牛ノ谷,うしのや,36.259409,136.281618,0
大聖寺,だいしょうじ,36.300311,136.314205,0
加賀温泉,かがおんせん,36.320562,136.350337,0
動橋,いぶりはし,36.328428,136.383027,0
粟津,あわづ,36.35575,136.424544,0
小松,こまつ,36.402545,136.452926,0
明峰,めいほう,36.425302,136.463114,0
能美根上,のみねあがり,36.452053,136.459721,0
小舞子,こまいこ,36.476371,136.474925,0
美川,みかわ,36.486001,136.489205,0
加賀笠間,かがかさま,36.502935,136.527434,0
西松任,にしまっとう,36.517902,136.548992,0
松任,まっとう,36.526706,136.566205,0
野々市,ののいち,36.541644,136.598044,0
西金沢,にしかなざわ,36.553212,136.621225,0
金沢,かなざわ,36.578117,136.648166,0
北鉄金沢,ほくてつかなざわ,36.578637,136.649524,0
岐阜,ぎふ,35.409532,136.756514,0
長森,ながもり,35.402024,136.802981,0
那加,なか,35.400538,136.835466,0
新那加,しんなか,35.400097,136.83386,0
蘇原,そはら,35.403167,136.871434,0
各務ヶ原,かがみがはら,35.403812,136.901106,0
名電各務原,めいでんかかみがはら,35.402518,136.900981,0
鵜沼,うぬま,35.397897,136.945122,0
新鵜沼,しんうぬま,35.396799,136.944314,0
坂祝,さかほぎ,35.426359,136.976868,0
美濃太田,みのおおた,35.445617,137.019467,0
古井,こび,35.457295,137.047497,0
中川辺,なかかわべ,35.487143,137.065086,0
下麻生,しもあそう,35.514973,137.087157,0
上麻生,かみあそう,35.541293,137.11863,0
白川口,しらかわぐち,35.579345,137.184824,0
下油井,しもゆい,35.633214,137.183137,0
飛騨金山,ひだかなやま,35.662118,137.164333,0
焼石,やけいし,35.725763,137.200404,0
下呂,げろ,35.805345,137.239778,0
禅昌寺,ぜんしょうじ,35.848937,137.225184,0
飛騨萩原,ひだはぎわら,35.874766,137.213568,0
上呂,じょうろ,35.910717,137.204562,0
飛騨宮田,ひだみやだ,35.928443,137.235595,0
飛騨小坂,ひだおさか,35.950749,137.257084,0
渚,なぎさ,36.001416,137.287894,0
久々野,くぐの,36.052273,137.276778,0
飛騨一ノ宮,ひだいちのみや,36.08836,137.247588,0
高山,たかやま,36.140574,137.251301,0
上枝,ほずえ,36.18095,137.245789,0
飛騨国府,ひだこくふ,36.211001,137.215895,0
飛騨古川,ひだふるかわ,36.236727,137.189681,0
杉崎,すぎさき,36.250003,137.168638,0
飛騨細江,ひだほそえ,36.260926,137.146029,0
角川,つのがわ,36.30016,137.113223,0
坂上,さかかみ,36.327902,137.140979,0
打保,うつぼ,36.383737,137.181902,0
杉原,すぎはら,36.415806,137.192102,0
猪谷,いのたに,36.471625,137.237975,0
楡原,にれはら,36.529323,137.22872,0
笹津,ささづ,36.562129,137.211437,0
東八尾,ひがしやつお,36.589645,137.174978,0
越中八尾,えっちゅうやつお,36.591391,137.138379,0
千里,ちさと,36.634678,137.132396,0
速星,はやほし,36.664135,137.160428,0
婦中鵜坂,ふちゅううさか,36.678139,137.16892,0
西富山,にしとやま,36.699331,137.177029,0
富山,とやま,36.701612,137.213252,0
電鉄富山,でんてつとやま,36.700757,137.214163,0
電鉄富山駅・エスタ前,でんてつとやまえき・えすたまえ,36.700236,137.213316,0
富山駅,とやまえき,36.701479,137.212581,0
高岡駅,たかおかえき,36.742173,137.014722,0
新高岡,しんたかおか,36.726965,137.012407,0
二塚,ふたつか,36.714339,137.006141,0
林,はやし,36.704504,136.999379,0
戸出,といで,36.684323,136.983898,0
油田,あぶらでん,36.655124,136.970372,0
砺波,となみ,36.636424,136.953648,0
東野尻,ひがしのじり,36.618573,136.9435,0
高儀,たかぎ,36.606697,136.936007,0
福野,ふくの,36.588541,136.923166,0
東石黒,ひがしいしぐろ,36.57605,136.898166,0
福光,ふくみつ,36.558121,136.878135,0
越中山田,えっちゅうやまだ,36.538513,136.887522,0
城端,じょうはな,36.522012,136.901673,0
越中中川,えっちゅうなかがわ,36.749764,137.027851,0
能町,のうまち,36.768259,137.039885,0
伏木,ふしき,36.792306,137.05853,0
越中国分,えっちゅうこくぶ,36.805361,137.050729,0
雨晴,あまはらし,36.816484,137.037583,0
島尾,しまお,36.828423,137.01269,0
氷見,ひみ,36.849899,136.990631,0
津幡,つばた,36.657895,136.730759,0
中津幡,なかつばた,36.67156,136.740279,0
本津幡,ほんつばた,36.676673,136.732202,0
能瀬,のせ,36.693152,136.719898,0
宇野気,うのけ,36.722795,136.70306,0
横山,よこやま,36.747739,136.71685,0
高松,たかまつ,36.768541,136.728823,0
免田,めんでん,36.795806,136.747581,0
宝達,ほうだつ,36.819875,136.762229,0
敷浪,しきなみ,36.848094,136.773455,0
南羽咋,みなみはくい,36.870324,136.774631,0
羽咋,はくい,36.897073,136.783332,0
千路,ちじ,36.928139,136.801195,0
金丸,かねまる,36.943344,136.835874,0
能登部,のとべ,36.960867,136.869403,0
良川,よしかわ,36.976662,136.894628,0
能登二宮,のとにのみや,36.984824,136.917389,0
徳田,とくだ,37.007449,136.930295,0
七尾,ななお,37.041613,136.964501,0
和倉温泉,わくらおんせん,37.074663,136.925884,0
六条,ろくじょう,36.028175,136.239594,0
足羽,あすわ,36.020821,136.253607,0
越前東郷,えちぜんとうごう,36.018185,136.273561,0
一乗谷,いちじょうだに,36.013679,136.2974,0
越前高田,えちぜんたかだ,36.024759,136.318669,0
市波,いちなみ,36.019813,136.330463,0
小和清水,こわしょうず,36.01732,136.351085,0
美山,みやま,35.998567,136.365082,0
越前薬師,えちぜんやくし,36.005283,136.384336,0
越前大宮,えちぜんおおみや,36.000064,136.409694,0
計石,はかりいし,35.997589,136.434767,0
牛ヶ原,うしがはら,35.998567,136.467349,0
北大野,きたおおの,35.997992,136.48795,0
越前大野,えちぜんおおの,35.983294,136.496877,0
越前田野,えちぜんたの,35.987048,136.526884,0
越前富田,えちぜんとみだ,35.9909,136.541233,0
下唯野,しもゆいの,35.974208,136.56027,0
柿ヶ島,かきがしま,35.97243,136.570938,0
勝原,かどはら,35.967512,136.597151,0
越前下山,えちぜんしもやま,35.920356,136.634832,0
九頭竜湖,くずりゅうこ,35.90449,136.66146,0
東舞鶴,ひがしまいづる,35.468601,135.394788,0
松尾寺,まつのおでら,35.486018,135.450133,0
青郷,あおのごう,35.481584,135.4998,0
三松,みつまつ,35.488767,135.520561,0
若狭高浜,わかさたかはま,35.486423,135.547588,0
若狭和田,わかさわだ,35.488664,135.581564,0
若狭本郷,わかさほんごう,35.482616,135.618834,0
加斗,かと,35.480672,135.666145,0
勢浜,せいはま,35.481192,135.708039,0
小浜,おばま,35.491643,135.745672,0
東小浜,ひがしおばま,35.485234,135.781053,0
新平野,しんひらの,35.473069,135.807198,0
上中,かみなか,35.463638,135.855728,0
若狭有田,わかさありた,35.485536,135.868377,0
大鳥羽,おおとば,35.504839,135.866872,0
